code,description,last_updated
"A6561001003GRADIENT COMPRESSION STOCKING, FULL LENGTH/CHAP STYLE, 40 MMHG OR GREATER,      G STOCKNG FULL/CHAP 40+ CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6561002004CUSTOM, EACH",,2025-11-19 23:10:51
"A6562001003GRADIENT COMPRESSION STOCKING, WAIST LENGTH, 18-30 MMHG, CUSTOM, EACH           G COM STCKNG WAIST18-30 CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6563001003GRADIENT COMPRESSION STOCKING, WAIST LENGTH, 30-40 MMHG, CUSTOM, EACH           G COM STCKNG WAIST30-40 CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6564001003GRADIENT COMPRESSION STOCKING, WAIST LENGTH, 40 MMHG OR GREATER, CUSTOM, EACH   G COM STCKNG WAIST 40+ CUST 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6565001003GRADIENT COMPRESSION GAUNTLET, CUSTOM, EACH                                     GRAD COMP GAUNTLET CUSTOM   40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6566001003GRADIENT COMPRESSION GARMENT, NECK/HEAD, EACH                                   GRAD COM GARMENT NECK/HEAD  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6567001003GRADIENT COMPRESSION GARMENT, NECK/HEAD, CUSTOM, EACH                           G COM GARMENT NECK/HEAD CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6568001003GRADIENT COMPRESSION GARMENT, TORSO AND SHOULDER, EACH                          G COM GARMENT TORSO/SHLDR   40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6569001003GRADIENT COMPRESSION GARMENT, TORSO/SHOULDER, CUSTOM, EACH                      G COM GARMNT TORSO/SHDR CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6570001003GRADIENT COMPRESSION GARMENT, GENITAL REGION, EACH                              GRAD COM GARMENT GENITAL    40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6571001003GRADIENT COMPRESSION GARMENT, GENITAL REGION, CUSTOM, EACH                      G COM GARMENT GENITAL CUSTM 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6572001003GRADIENT COMPRESSION GARMENT, TOE CAPS, EACH                                    GRAD COM GARMENT TOE CAPS   40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6573001003GRADIENT COMPRESSION GARMENT, TOE CAPS, CUSTOM, EACH                            GRAD COM GARMNT TOE CAP CUST40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6574001003GRADIENT COMPRESSION ARM SLEEVE AND GLOVE COMBINATION, CUSTOM, EACH             CUSTOM GRADIENT SLEEV/GLOV  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6575001003GRADIENT  COMPRESSION ARM SLEEVE AND GLOVE COMBINATION, EACH                    GRADIENT COMP SLEEV/GLOV    40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6576001003GRADIENT  COMPRESSION ARM SLEEVE, CUSTOM, MEDIUM WEIGHT, EACH                   CUSTOM GRAD COM SLEEVE MED  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6577001003GRADIENT  COMPRESSION ARM SLEEVE, CUSTOM, HEAVY WEIGHT, EACH                    CUSTOM GRAD CM SLEEVE HEAVY 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6578001003GRADIENT  COMPRESSION ARM SLEEVE, EACH                                          GRADIENT COMP SLEEVE        40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6579001003GRADIENT COMPRESSION GLOVE, CUSTOM, MEDIUM WEIGHT, EACH                         CUSTOM GRAD COM GLOVE MED   40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6580001003GRADIENT  COMPRESSION GLOVE, CUSTOM, HEAVY WEIGHT, EACH                         CUSTOM GRAD COM GLOVE HEAVY 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6581001003GRADIENT COMPRESSION GLOVE, EACH                                                GRADIENT COMP GLOVE         40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6582001003GRADIENT COMPRESSION GAUNTLET, EACH                                             GRADIENT COMP GAUNTLET      40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6583001003GRADIENT COMPRESSION WRAP WITH ADJUSTABLE STRAPS, BELOW KNEE, 30-50 MMHG, EACH  GRAD COM WRAP W STRAPS BK   40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6584001003GRADIENT COMPRESSION WRAP WITH ADJUSTABLE STRAPS, NOT OTHERWISE SPECIFIED       GRAD COM WRAP W STRAPS      40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6585001003GRADIENT PRESSURE WRAP WITH ADJUSTABLE STRAPS, ABOVE KNEE, EACH                 GRAD COM WRAP W STRAPS AK   40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6586001003GRADIENT PRESSURE WRAP WITH ADJUSTABLE STRAPS, FULL LEG, EACH                   GRAD COM WRAP W STRAPS LEG  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6587001003GRADIENT PRESSURE WRAP WITH ADJUSTABLE STRAPS, FOOT, EACH                       GRAD COM WRAP W STRAPS FOOT 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6588001003GRADIENT PRESSURE WRAP WITH ADJUSTABLE STRAPS, ARM, EACH                        GRAD COM WRAP W STRAPS ARM  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6589001003GRADIENT PRESSURE WRAP WITH ADJUSTABLE STRAPS, BRA, EACH                        GRAD COM WRAP W STRAPS BRA  40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
"A6590001003EXTERNAL URINARY CATHETERS; DISPOSABLE, WITH WICKING MATERIAL, FOR USE WITH     URINARY CATH DISP SUC PUMP  34      A                                                                                                     C                          D1E P      02023040120230401        N",,2025-11-19 23:10:51
"A6590002004SUCTION PUMP, PER MONTH",,2025-11-19 23:10:51
"A6591001003EXTERNAL URINARY CATHETER; NON-DISPOSABLE, FOR USE WITH SUCTION PUMP, PER MONTH URINARY CATH SUC PUMP       34      A                                                                                                     C                          D1E P      02023040120230401        N",,2025-11-19 23:10:51
"A6593001003ACCESSORY FOR GRADIENT COMPRESSION GARMENT OR WRAP WITH ADJUSTABLE STRAPS,      GRAD COM ACCESSORY GMT_WRAP 40      A                                                                                                     C                          O1L S      02024010120240101        N",,2025-11-19 23:10:51
